outer_target,model,weighting,parameter_id,parameters_json,mean_balanced_log_loss,worst_balanced_log_loss,mean_roc_auc,selection_score
cleveland,catboost,site_class_balanced,0,"{""depth"": 4, ""iterations"": 300, ""l2_leaf_reg"": 10.0}",0.6074643717447016,0.7398157285259206,0.7832908338530521,0.673640050135311
cleveland,core_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.6769347142438576,0.7194026660909885,0.7589820646591586,0.6981686901674231
cleveland,elastic_net_logistic,site_class_balanced,0,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.906406241171682,1.024318895301851,0.5423282668727545,0.9653625682367665
cleveland,hist_gradient_boosting,site_class_balanced,0,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",0.6414772357633465,0.7528414067190081,0.7644915728732927,0.6971593212411773
cleveland,lightgbm,site_class_balanced,0,"{""min_child_samples"": 20, ""n_estimators"": 300, ""num_leaves"": 15}",0.632693005282994,0.7818982733963629,0.7613449481284208,0.7072956393396784
cleveland,logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.5963076969210803,0.6433045513635989,0.7908976880872827,0.6198061241423396
cleveland,logistic,site_class_balanced,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.5720480354183565,0.6487769634488667,0.7868804104525096,0.6104124994336115
cleveland,mask_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.7765655879832516,0.8337269738614321,0.6721419213047919,0.8051462809223419
cleveland,random_forest,site_class_balanced,0,"{""max_depth"": null, ""min_samples_leaf"": 20, ""n_estimators"": 500}",0.5886092177388802,0.6238028275214443,0.7850323285687888,0.6062060226301622
cleveland,xgboost,site_class_balanced,0,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",0.6163093443284136,0.7633977637500525,0.7720885541498329,0.689853554039233
hungary,catboost,site_class_balanced,0,"{""depth"": 4, ""iterations"": 300, ""l2_leaf_reg"": 10.0}",0.6791101505521643,0.8783992085616699,0.7273034992524977,0.7787546795569171
hungary,core_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.7040112884190389,0.7654265804974423,0.746920518795945,0.7347189344582405
hungary,elastic_net_logistic,site_class_balanced,0,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",1.024692640054386,1.9131822994030172,0.48508375069549864,1.4689374697287017
hungary,hist_gradient_boosting,site_class_balanced,0,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",0.7248138304204713,0.970504216495411,0.716285579075238,0.8476590234579411
hungary,lightgbm,site_class_balanced,0,"{""min_child_samples"": 50, ""n_estimators"": 300, ""num_leaves"": 15}",0.6755775325950076,0.8497067744625345,0.706840836214948,0.7626421535287711
hungary,logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.7282984699029442,0.8431732134516985,0.7536160838805477,0.7857358416773214
hungary,logistic,site_class_balanced,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.6280396809912934,0.710509413547189,0.7232717458048545,0.6692745472692412
hungary,mask_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.9308089455140262,1.043879228756854,0.41786701260911296,0.98734408713544
