seed,epoch,objective,validation_score,valid_discrepancy,prior_mse,invalid_hinge,invalid_discrepancy,whitening_loss,anchor_loss
5062,1.0,0.40421560406684875,0.1198131499462761,0.00019296414393465966,0.006150131579488516,0.04799509048461914,0.0020049100276082754,0.05870546028017998,0.6880137324333191
5062,10.0,0.3781634271144867,0.11534411289903801,0.00019839282322209328,0.0029288846999406815,0.04743576794862747,0.0025642355903983116,0.057769712060689926,0.6436468362808228
5062,20.0,0.35038506984710693,0.10993379393476062,0.00024711323203518987,0.0021942290477454662,0.0463547557592392,0.0036452447529882193,0.055681560188531876,0.5920416116714478
5062,30.0,0.3229030966758728,0.1043172047007829,0.00031156299519352615,0.002384412568062544,0.04483766481280327,0.005162336397916079,0.05478698015213013,0.5397815108299255
5062,40.0,0.29587411880493164,0.0991184018785134,0.0003618744376581162,0.0022161216475069523,0.0422150194644928,0.007784978952258825,0.06340496242046356,0.48948121070861816
5062,50.0,0.2767072021961212,0.09521864001872019,0.00048120596329681575,0.0017147921025753021,0.037981659173965454,0.01213768683373928,0.09108658879995346,0.4548417925834656
5062,60.0,0.26615676283836365,0.09302975543541833,0.0006338207749649882,0.0018067723140120506,0.034750230610370636,0.017779113724827766,0.12415581196546555,0.43310070037841797
5062,70.0,0.262777179479599,0.09214502478716896,0.0007557295029982924,0.0019285393645986915,0.033472880721092224,0.022661879658699036,0.13130831718444824,0.4269784092903137
5062,80.0,0.258350670337677,0.09184022119734436,0.0009216309990733862,0.0017657106509432197,0.03198305517435074,0.02750912681221962,0.12161225825548172,0.4230380654335022
5062,90.0,0.25473037362098694,0.09162197110708803,0.0009723207913339138,0.0016419788589701056,0.030987758189439774,0.03157939016819,0.10980097204446793,0.42029643058776855
5062,100.0,0.2523460388183594,0.09135514912195504,0.001097288797609508,0.0018313706386834383,0.0299949012696743,0.033244937658309937,0.10484793782234192,0.41787534952163696
5062,110.0,0.24970194697380066,0.0910768801579252,0.001186335226520896,0.0016284349840134382,0.028492089360952377,0.035589903593063354,0.10214723646640778,0.4163607358932495
5062,120.0,0.2482030689716339,0.09087084010243415,0.0011975752422586083,0.001637167646549642,0.028365757316350937,0.037080809473991394,0.10038682073354721,0.41392776370048523
5062,130.0,0.24808956682682037,0.09078252350445837,0.0010615023784339428,0.0016913119470700622,0.02817857824265957,0.03670381382107735,0.0971369817852974,0.4148889482021332
5062,140.0,0.24538159370422363,0.09073936592321843,0.0011384806130081415,0.0016131027368828654,0.028015073388814926,0.03729674220085144,0.09556761384010315,0.4101163446903229
5062,150.0,0.24512669444084167,0.09072981131030247,0.0010716173565015197,0.001542379497550428,0.027986757457256317,0.03724544495344162,0.09252729266881943,0.4105464220046997
5062,160.0,0.2440168261528015,0.09073728185612709,0.0009646533872000873,0.0016067384276539087,0.02782290242612362,0.03777114301919937,0.09069538116455078,0.40910598635673523
5062,170.0,0.24209526181221008,0.09075725087895989,0.0010571996681392193,0.0016512107104063034,0.027698740363121033,0.03905933350324631,0.08884858340024948,0.4056065082550049
5062,180.0,0.24265530705451965,0.0908117652288638,0.0010212936904281378,0.0015724219847470522,0.0274086594581604,0.03954117372632027,0.08719971030950546,0.4078659415245056
5063,1.0,0.40732038021087646,0.12291170065000188,0.00025612208992242813,0.007371810730546713,0.047404609620571136,0.002595392521470785,0.05845560505986214,0.6928845643997192
5063,10.0,0.38359010219573975,0.11703587400843389,0.00025482557248324156,0.0020045710261911154,0.046575821936130524,0.0034241804387420416,0.05784031003713608,0.6579416990280151
