scenario,experiment,variant,seed,fit_seed,best_epoch,parameter_count,true_prevalence,estimated_prevalence,prevalence_absolute_error,soft_bbse_estimated_prevalence,soft_bbse_prevalence_absolute_error,calibration_intercept,calibration_slope,diagnostic_mode,diagnostic_accepted,diagnostic_best_prior,diagnostic_statistic,diagnostic_p_value,accepted_prior_lower,accepted_prior_upper,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,equal_n,equal_prevalence,equal_roc_auc,equal_average_precision,equal_log_loss,equal_balanced_log_loss,equal_brier,equal_balanced_brier,equal_accuracy,equal_balanced_accuracy,equal_f1,equal_precision,equal_recall,equal_sensitivity_at_80_specificity,equal_calibration_intercept,equal_calibration_slope,equal_aurc,adapted_n,adapted_prevalence,adapted_roc_auc,adapted_average_precision,adapted_log_loss,adapted_balanced_log_loss,adapted_brier,adapted_balanced_brier,adapted_accuracy,adapted_balanced_accuracy,adapted_f1,adapted_precision,adapted_recall,adapted_sensitivity_at_80_specificity,adapted_calibration_intercept,adapted_calibration_slope,adapted_aurc,soft_bbse_n,soft_bbse_prevalence,soft_bbse_roc_auc,soft_bbse_average_precision,soft_bbse_log_loss,soft_bbse_balanced_log_loss,soft_bbse_brier,soft_bbse_balanced_brier,soft_bbse_accuracy,soft_bbse_balanced_accuracy,soft_bbse_f1,soft_bbse_precision,soft_bbse_recall,soft_bbse_sensitivity_at_80_specificity,soft_bbse_calibration_intercept,soft_bbse_calibration_slope,soft_bbse_aurc,oracle_n,oracle_prevalence,oracle_roc_auc,oracle_average_precision,oracle_log_loss,oracle_balanced_log_loss,oracle_brier,oracle_balanced_brier,oracle_accuracy,oracle_balanced_accuracy,oracle_f1,oracle_precision,oracle_recall,oracle_sensitivity_at_80_specificity,oracle_calibration_intercept,oracle_calibration_slope,oracle_aurc
label_only,prior_separated,v2,6101,2477225302,45,10913,0.784,0.7761431062478698,0.007856893752130278,0.7760536151044269,0.007946384895573089,0.2334340430744127,1.0686824632462335,composite_multiview_v3,True,0.8,0.0009177123165960825,0.8,,,True,True,0.564,0.07692307692307693,0.15384615384615385,500.0,0.784,0.9916619425547998,0.9977257860759053,0.14074953883266567,0.13670139573409296,0.0387183188199074,0.03776945111469275,0.95,0.9513416477702192,0.9674902470741222,0.986737400530504,0.9489795918367347,0.9923469387755102,1.4699834152560414,0.9673677693364927,0.004966484849216022,500.0,0.784,0.9916619425547998,0.9977257860759053,0.11170833324285803,0.15542185647453205,0.030064349143268224,0.037559173580527704,0.964,0.9569160997732427,0.9768637532133676,0.9844559585492227,0.9693877551020408,0.9923469387755102,0.2673493484493932,0.9673652756693197,0.004205629131762874,500.0,0.784,0.9916619425547998,0.9977257860759053,0.11171238293682738,0.15540373275885344,0.030066724072669967,0.0375577163009556,0.964,0.9569160997732427,0.9768637532133676,0.9844559585492227,0.9693877551020408,0.9923469387755102,0.26784768158412375,0.9673653258721775,0.004205629131762874,500.0,0.784,0.9916619425547998,0.9977257860759053,0.11137556931929066,0.15707454150392422,0.02985816577155464,0.037696944443457225,0.966,0.9581916099773242,0.9781771501925546,0.9844961240310077,0.9719387755102041,0.9923469387755102,0.22304928117144904,0.96736456651788,0.0043664323438415455
label_only,structured_policy_bank,v4,6101,306837060,95,10913,0.784,0.7775362758664581,0.006463724133541904,0.7786188836638855,0.005381116336114489,0.12583889433999665,1.055842914852501,composite_multiview_v3,True,0.8,0.0009535122554235578,0.76,,,True,True,0.564,0.07692307692307693,0.15384615384615385,500.0,0.784,0.9950633030990175,0.9986511462168907,0.10881653876696325,0.0977117796509838,0.029402910614231774,0.02693384753609874,0.962,0.962348828420257,0.9754204398447607,0.989501312335958,0.9617346938775511,0.9948979591836735,1.6293302219612242,1.0492024494689192,0.003870795701469828,500.0,0.784,0.9950633030990175,0.9986511462168907,0.08288046344168992,0.11109686936176211,0.023103023428402304,0.029656018194432712,0.972,0.9653722600151171,0.982051282051282,0.9871134020618557,0.9770408163265306,0.9948979591836735,0.3164202970635914,1.0491875318243649,0.0021987390077635527,500.0,0.784,0.9950633030990175,0.9986511462168907,0.08284037811600901,0.11127689704716992,0.023086730562724905,0.02968831307068134,0.972,0.9653722600151171,0.982051282051282,0.9871134020618557,0.9770408163265306,0.9948979591836735,0.30984233975886766,1.0491869452309563,0.0021942547028308175,500.0,0.784,0.9950633030990175,0.9986511462168907,0.08265235174853433,0.11220042413618517,0.023007330163762895,0.029854040549198928,0.972,0.9653722600151171,0.982051282051282,0.9871134020618557,0.9770408163265306,0.9948979591836735,0.2767974866353211,1.049189574497583,0.002180661736038287
label_only,mask_only_dro,v5_mask,6101,2343300185,85,10913,0.784,0.7799408167143865,0.004059183285613499,0.7824163436910855,0.0015836563089145494,0.101387158198759,1.0231206953191014,composite_multiview_v3,True,0.8,0.0007277873343709965,0.945,,,True,True,0.564,0.07692307692307693,0.15384615384615385,500.0,0.784,0.9908352229780801,0.9969703621319301,0.11627202322026636,0.11772034252103929,0.031473547983777515,0.030850202005270628,0.96,0.9610733182161753,0.9740932642487047,0.9894736842105263,0.9591836734693877,0.9974489795918368,1.5389000851112886,1.0685467940164826,0.004557855751912757,500.0,0.784,0.9908352229780801,0.9969703621319301,0.09031204109729987,0.1361012352717792,0.023191918049684936,0.031741321323844864,0.972,0.9620181405895691,0.9820971867007673,0.9846153846153847,0.9795918367346939,0.9974489795918368,0.18678509589440262,1.0685589247036749,0.0038431976481312913,500.0,0.784,0.9908352229780801,0.9969703621319301,0.09025596466308304,0.13661345170088626,0.02314155249452637,0.0318049607101346,0.972,0.9620181405895691,0.9820971867007673,0.9846153846153847,0.9795918367346939,0.9974489795918368,0.17131210181248152,1.0685584189453874,0.0038389383843313012,500.0,0.784,0.9908352229780801,0.9969703621319301,0.09022271891478977,0.13694749107721021,0.02310971158049243,0.03184681746010113,0.972,0.9620181405895691,0.9820971867007673,0.9846153846153847,0.9795918367346939,0.9974489795918368,0.16134700849633407,1.0685582523734298,0.003843166714141026
label_only,prior_separated,v2,6102,1124355091,50,10913,0.818,0.828661041316031,0.010661041316031072,0.8322799251299509,0.01427992512995091,0.631304256909422,0.9898240003182648,composite_multiview_v3,True,0.85,0.0010750893479129445,0.655,,,True,True,0.55,0.07692307692307693,0.15384615384615385,500.0,0.818,0.9898976329294178,0.9977461959434382,0.138298625454439,0.153334715823489,0.037715487076015304,0.0401886856349236,0.956,0.9560170880464279,0.972636815920398,0.9898734177215189,0.9559902200488998,0.980440097799511,1.1627883151225318,0.957492705065808,0.004229057323549103,500.0,0.818,0.9898976329294178,0.9977461959434382,0.11949057633677085,0.22578698608618425,0.03227876981549906,0.05240122087069225,0.96,0.9456460410005643,0.9753694581280788,0.9826302729528535,0.9682151589242054,0.980440097799511,-0.3463899867452984,0.957464959432408,0.003948911877818512,500.0,0.818,0.9898976329294178,0.9977461959434382,0.1197755686168278,0.22806294534659977,0.032296365790289445,0.05290836201040003,0.96,0.9456460410005643,0.9753694581280788,0.9826302729528535,0.9682151589242054,0.980440097799511,-0.37078560004809585,0.9575302291817165,0.0039445532797021945,500.0,0.818,0.9898976329294178,0.9977461959434382,0.11879698934149693,0.21954297890577149,0.03226157186981398,0.05104780350290267,0.96,0.9456460410005643,0.9753694581280788,0.9826302729528535,0.9682151589242054,0.980440097799511,-0.2762716814482477,0.9575119955229545,0.003963097764603197
label_only,structured_policy_bank,v4,6102,3971818895,95,10913,0.818,0.822838744492404,0.004838744492404068,0.8244093760606548,0.006409376060654837,0.9071010106797698,1.0487405663870655,composite_multiview_v3,True,0.8,0.0009315111929826303,0.725,,,True,True,0.55,0.07692307692307693,0.15384615384615385,500.0,0.818,0.9891721969961578,0.9975984809152546,0.13587074743475303,0.1440996427643606,0.03844509433244776,0.03981421658684089,0.95,0.9480775947768613,0.9688667496886675,0.9873096446700508,0.9511002444987775,0.9853300733496333,1.2242604265883663,0.9226441992321142,0.004768063996845735,500.0,0.818,0.9891721969961578,0.9975984809152546,0.11290535807457831,0.20339820076084658,0.031826043884590274,0.05132199881263105,0.96,0.9413740293935893,0.9754299754299754,0.980246913580247,0.9706601466992665,0.9853300733496333,-0.19272149181217457,0.9226406337887841,0.003961217591728614,500.0,0.818,0.9891721969961578,0.9975984809152546,0.11295933438947653,0.20418411615123333,0.03181493383792965,0.05147802566954412,0.96,0.9413740293935893,0.9754299754299754,0.980246913580247,0.9706601466992665,0.9853300733496333,-0.20266636136652216,0.922652594546088,0.003961416923725411,500.0,0.818,0.9891721969961578,0.9975984809152546,0.11276167422249671,0.20105000424720415,0.0318642556827299,0.05085869427690715,0.96,0.9413740293935893,0.9754299754299754,0.980246913580247,0.9706601466992665,0.9853300733496333,-0.16242160256717308,0.9226412660534318,0.0039745494127607466
label_only,mask_only_dro,v5_mask,6102,1433028870,100,10913,0.818,0.8203191744028635,0.0023191744028635553,0.8247315783528951,0.006731578352895173,0.7920647218042569,1.0513477157783793,composite_multiview_v3,True,0.8,0.0010494398528518216,0.675,,,True,True,0.55,0.07692307692307693,0.15384615384615385,500.0,0.818,0.9880168731024477,0.9971637803588312,0.1337918507593423,0.15469617665820956,0.036991621118963286,0.040021548768231496,0.956,0.9560170880464279,0.972636815920398,0.9898734177215189,0.9559902200488998,0.9902200488997555,1.2045687215126792,0.8735508313600396,0.0053020515640302465,500.0,0.818,0.9880168731024477,0.9971637803588312,0.11108999272637743,0.2065317154807298,0.030005349640131906,0.049428236946223864,0.958,0.9358795238990838,0.9742331288343559,0.9778325123152709,0.9706601466992665,0.9902200488997555,-0.12208881552168994,0.8735467063682941,0.004153072484127865,500.0,0.818,0.9880168731024477,0.9971637803588312,0.1111711769891969,0.2084194863167814,0.029947210337221558,0.04977376075446968,0.958,0.9358795238990838,0.9742331288343559,0.9778325123152709,0.9706601466992665,0.9902200488997555,-0.14839956043885058,0.8735381870687262,0.004136382498796186,500.0,0.818,0.9880168731024477,0.9971637803588312,0.11105664531103411,0.20556985633617825,0.030036997883690533,0.049252480483540244,0.958,0.9358795238990838,0.9742331288343559,0.9778325123152709,0.9706601466992665,0.9902200488997555,-0.10831835282620714,0.8735404398691801,0.004152824068884042
label_only,prior_separated,v2,6103,1591195831,25,10913,0.814,0.8116368905129407,0.0023631094870592007,0.8065186570014539,0.007481342998546081,0.17250646150309484,1.1390059880060155,composite_multiview_v3,True,0.8,0.0007674967058233688,0.94,,,True,True,0.534,0.07692307692307693,0.15384615384615385,500.0,0.814,0.9878999233837943,0.9972119374524719,0.15607544149832772,0.1545652052671455,0.04373474821250512,0.04225806502941512,0.946,0.954386938257906,0.9659520807061791,0.9922279792746114,0.941031941031941,0.9901719901719902,1.4789915478043174,0.96843263075547,0.005882488556908425,500.0,0.814,0.9878999233837943,0.9972119374524719,0.1207557919199624,0.1997460952166289,0.034558168441221636,0.051492469035118435,0.954,0.9385617288843096,0.9714993804213135,0.98,0.9631449631449631,0.9901719901719902,0.0643588570252878,0.9684172266331545,0.004458142812701756,500.0,0.814,0.9878999233837943,0.9972119374524719,0.12085117148933852,0.19764677801394745,0.03464929018751462,0.051052919068149426,0.954,0.9385617288843096,0.9714993804213135,0.98,0.9631449631449631,0.9901719901719902,0.09646786960364918,0.9683857249287026,0.004474838929559324,500.0,0.814,0.9878999233837943,0.9972119374524719,0.12072285169472528,0.20075072076016462,0.034517838687243924,0.05170365784688174,0.952,0.933185384798288,0.9702970297029703,0.9775561097256857,0.9631449631449631,0.9901719901719902,0.049320744779382135,0.9684123126616742,0.004451570179115369
label_only,structured_policy_bank,v4,6103,3179229048,95,10913,0.814,0.8165955873875876,0.0025955873875876945,0.8117665827939555,0.002233417206044419,0.6715012818123652,1.094430470687382,composite_multiview_v3,True,0.8,0.000950651114480321,0.765,,,True,True,0.534,0.07692307692307693,0.15384615384615385,500.0,0.814,0.9913608623286043,0.9980399731727656,0.125264978399813,0.127829693638859,0.037324521821382586,0.03850591535908773,0.944,0.9407149084568439,0.9649122807017544,0.9846547314578005,0.9459459459459459,0.9901719901719902,1.2836615201517168,0.9280940350730553,0.004198306622701337,500.0,0.814,0.9913608623286043,0.9980399731727656,0.10151366588453078,0.17796107764448219,0.030198948366234185,0.05089184577227611,0.962,0.9351800480832739,0.9766871165644172,0.9754901960784313,0.9778869778869779,0.9901719901719902,-0.10272819880637868,0.928044341712536,0.003075465372856178,500.0,0.814,0.9913608623286043,0.9980399731727656,0.10144361990026249,0.17601373441542012,0.03022045937592047,0.050425490520374025,0.962,0.9351800480832739,0.9766871165644172,0.9754901960784313,0.9778869778869779,0.9901719901719902,-0.07312073156706236,0.928053090750008,0.003073616911661254,500.0,0.814,0.9913608623286043,0.9980399731727656,0.10147266185062989,0.1769040903979633,0.030209805155369914,0.050638718256330734,0.962,0.9351800480832739,0.9766871165644172,0.9754901960784313,0.9778869778869779,0.9901719901719902,-0.08675218485150542,0.9280487869522713,0.003083064308390173
label_only,mask_only_dro,v5_mask,6103,2020698806,80,10913,0.814,0.8158045865498577,0.0018045865498577118,0.8197750595877585,0.005775059587758591,1.0294947501077174,1.191392066218063,composite_multiview_v3,True,0.8,0.0007834420573059283,0.84,,,True,True,0.534,0.07692307692307693,0.15384615384615385,500.0,0.814,0.9910966685160234,0.997987040856325,0.12412758055403424,0.1293775263790924,0.03545159904562672,0.036453971833833046,0.958,0.9576101027713931,0.9737827715355806,0.9898477157360406,0.9582309582309583,0.9901719901719902,1.1802177987244837,0.8800222012539499,0.003887658357794626,500.0,0.814,0.9910966685160234,0.997987040856325,0.10327470168907195,0.17653104860756919,0.02970075778802537,0.04606615328980275,0.958,0.941018731341312,0.9740420271940667,0.9800995024875622,0.9680589680589681,0.9901719901719902,-0.12944586052207482,0.8800089529066958,0.0032361806506085704,500.0,0.814,0.9910966685160234,0.997987040856325,0.10333113420598107,0.178094559169915,0.029655673962513666,0.046372369373236695,0.958,0.941018731341312,0.9740420271940667,0.9800995024875622,0.9680589680589681,0.9901719901719902,-0.1530414416027774,0.8800055540551605,0.0032457183309060273,500.0,0.814,0.9910966685160234,0.997987040856325,0.10325478733552444,0.17583914132923747,0.029722070035782516,0.04593101183107447,0.958,0.941018731341312,0.9740420271940667,0.9800995024875622,0.9680589680589681,0.9901719901719902,-0.1191000285728409,0.880015648728011,0.0032150454419962067
mar_policy_shift,prior_separated,v2,6101,1457634134,85,10913,0.784,0.7875071157244299,0.0035071157244298545,0.7861260395895963,0.002126039589596229,-0.08124220956091295,0.8316241409001628,composite_multiview_v3,False,0.8,0.008304992859076965,0.005,,,True,True,0.458,0.07692307692307693,0.15384615384615385,500.0,0.784,0.9792375283446713,0.9930158053451301,0.18036231392291313,0.20483991509032282,0.04621501148075315,0.05407942694488442,0.948,0.9400037792894935,0.9664082687338501,0.9790575916230366,0.9540816326530612,0.9948979591836735,1.1623517067728506,0.9515345902864853,0.01459731182104207,500.0,0.784,0.9792375283446713,0.9930158053451301,0.15398669515978214,0.25334141342706995,0.0392710178203741,0.058783236476106976,0.952,0.9324924414210128,0.969309462915601,0.9717948717948718,0.9668367346938775,0.9948979591836735,-0.08437510023348264,0.9515299888172634,0.009888795395937006,500.0,0.784,0.9792375283446713,0.9930158053451301,0.1539590306320281,0.252782609248569,0.03928759352850771,0.05870470556752025,0.952,0.9324924414210128,0.969309462915601,0.9717948717948718,0.9668367346938775,0.9948979591836735,-0.07650655375902198,0.9515309806850312,0.009892893756592743,500.0,0.784,0.9792375283446713,0.9930158053451301,0.1539213844434205,0.25193466917757146,0.03931379550189945,0.058586356478774346,0.952,0.9324924414210128,0.969309462915601,0.9717948717948718,0.9668367346938775,0.9948979591836735,-0.06452822035795971,0.9515266290698356,0.009905845807137142
