scenario,experiment,variant,seed,epoch,objective,validation_score,mean_group_risk,robust_group_risk,mean_group_brier
label_only,prior_separated,v2,9161,1.0,0.6882332563400269,0.6085843655261847,0.6882332563400269,0.7204744815826416,0.2478777915239334
label_only,prior_separated,v2,9161,2.0,0.590627908706665,0.5580883660619415,0.590627908706665,0.6420065760612488,0.20140869915485382
label_only,prior_separated,v2,9161,3.0,0.49259212613105774,0.49717520658691405,0.49259212613105774,0.5674830675125122,0.1568165421485901
label_only,prior_separated,v2,9161,4.0,0.4330909550189972,0.44414167899377055,0.4330909550189972,0.4861435294151306,0.13098430633544922
label_only,prior_separated,v2,9161,5.0,0.41882091760635376,0.4084319312363191,0.41882091760635376,0.45507463812828064,0.12665963172912598
label_only,structured_policy_bank,v4,9161,1.0,0.6592847108840942,0.6095270115446703,0.6592847108840942,0.6984463930130005,0.23325490951538086
label_only,structured_policy_bank,v4,9161,2.0,0.6074351072311401,0.5584794608697771,0.6074351072311401,0.6636685132980347,0.20846544206142426
label_only,structured_policy_bank,v4,9161,3.0,0.5499346852302551,0.5113460871772356,0.5499346852302551,0.6160873174667358,0.18232297897338867
label_only,structured_policy_bank,v4,9161,4.0,0.5119726657867432,0.4700947182138964,0.5119726657867432,0.6289047598838806,0.16570833325386047
label_only,structured_policy_bank,v4,9161,5.0,0.476163387298584,0.4348449534613056,0.476163387298584,0.5764392018318176,0.15068916976451874
label_only,mask_only_dro,v5_mask,9161,1.0,0.6803380250930786,0.5774130331714931,0.6795678734779358,0.6811081171035767,0.24318912625312805
label_only,mask_only_dro,v5_mask,9161,2.0,0.5913299918174744,0.5181869943886422,0.5896902680397034,0.5929697155952454,0.2005179226398468
label_only,mask_only_dro,v5_mask,9161,3.0,0.5443531274795532,0.47121098902172553,0.5420036315917969,0.5467025637626648,0.1786402314901352
label_only,mask_only_dro,v5_mask,9161,4.0,0.48587560653686523,0.4364118509365328,0.48286131024360657,0.4888899028301239,0.15227951109409332
label_only,mask_only_dro,v5_mask,9161,5.0,0.452390193939209,0.4096941232222673,0.44867411255836487,0.4561062753200531,0.13820989429950714
mar_policy_shift,prior_separated,v2,9161,1.0,0.7143557071685791,0.6765646587373652,0.7143557071685791,0.7172099351882935,0.26025280356407166
mar_policy_shift,prior_separated,v2,9161,2.0,0.6480776071548462,0.6284610024264452,0.6480776071548462,0.6561412215232849,0.2281782627105713
mar_policy_shift,prior_separated,v2,9161,3.0,0.5824620723724365,0.5835706709178878,0.5824620723724365,0.5991694927215576,0.19729739427566528
mar_policy_shift,prior_separated,v2,9161,4.0,0.516512393951416,0.5338438108658143,0.516512393951416,0.5327076315879822,0.16675987839698792
mar_policy_shift,prior_separated,v2,9161,5.0,0.47541239857673645,0.48635902821470495,0.47541239857673645,0.49353307485580444,0.14769501984119415
mar_policy_shift,structured_policy_bank,v4,9161,1.0,0.698144257068634,0.6174599938107648,0.698144257068634,0.7811282873153687,0.25219687819480896
mar_policy_shift,structured_policy_bank,v4,9161,2.0,0.6404150724411011,0.554452043019561,0.6404150724411011,0.7079751491546631,0.2243867963552475
mar_policy_shift,structured_policy_bank,v4,9161,3.0,0.5753405690193176,0.4994985096938586,0.5753405690193176,0.6625885963439941,0.1934070736169815
mar_policy_shift,structured_policy_bank,v4,9161,4.0,0.5195759534835815,0.45063286147843584,0.5195759534835815,0.6280415058135986,0.1679258644580841
mar_policy_shift,structured_policy_bank,v4,9161,5.0,0.46736112236976624,0.4091050902183184,0.46736112236976624,0.6061295866966248,0.1454370617866516
mar_policy_shift,mask_only_dro,v5_mask,9161,1.0,0.7702456712722778,0.7298310629733902,0.7695913910865784,0.7708999514579773,0.285135418176651
mar_policy_shift,mask_only_dro,v5_mask,9161,2.0,0.6940144300460815,0.6764700846814156,0.6935712695121765,0.6944575309753418,0.2501862943172455
mar_policy_shift,mask_only_dro,v5_mask,9161,3.0,0.647060751914978,0.6303270064621299,0.6461722254753113,0.64794921875,0.2273365706205368
mar_policy_shift,mask_only_dro,v5_mask,9161,4.0,0.5991392135620117,0.5901753229302704,0.5980055928230286,0.6002728343009949,0.20422488451004028
mar_policy_shift,mask_only_dro,v5_mask,9161,5.0,0.5547690987586975,0.5571859864758588,0.5526530146598816,0.5568851828575134,0.18318817019462585
conditional_only,prior_separated,v2,9161,1.0,0.7075908780097961,0.6428474122007941,0.7075908780097961,0.7200483679771423,0.2556385397911072
conditional_only,prior_separated,v2,9161,2.0,0.600059986114502,0.5707484565647469,0.600059986114502,0.6332975625991821,0.20527583360671997
conditional_only,prior_separated,v2,9161,3.0,0.48973628878593445,0.5276770505455395,0.48973628878593445,0.5026795864105225,0.15558350086212158
conditional_only,prior_separated,v2,9161,4.0,0.4534933567047119,0.5113188171165206,0.4534933567047119,0.4733438193798065,0.13859188556671143
conditional_only,prior_separated,v2,9161,5.0,0.3785667419433594,0.5214943706653203,0.3785667419433594,0.384189248085022,0.1067073717713356
conditional_only,structured_policy_bank,v4,9161,1.0,0.7940592765808105,0.7381913408121459,0.7940592765808105,0.8375042676925659,0.29770803451538086
conditional_only,structured_policy_bank,v4,9161,2.0,0.7307825088500977,0.6641206493993819,0.7307825088500977,0.7874927520751953,0.26763641834259033
conditional_only,structured_policy_bank,v4,9161,3.0,0.6553641557693481,0.6036834647886942,0.6553641557693481,0.6941090822219849,0.23144228756427765
conditional_only,structured_policy_bank,v4,9161,4.0,0.6151313781738281,0.5483384658240542,0.6151313781738281,0.6790012121200562,0.2120712399482727
conditional_only,structured_policy_bank,v4,9161,5.0,0.562738299369812,0.49720443626350014,0.562738299369812,0.6265946626663208,0.18719986081123352
conditional_only,mask_only_dro,v5_mask,9161,1.0,0.7523376941680908,0.6882879725687701,0.7519152760505676,0.752760112285614,0.2768630385398865
conditional_only,mask_only_dro,v5_mask,9161,2.0,0.6282292008399963,0.5915881904355245,0.6270885467529297,0.629369854927063,0.21828781068325043
conditional_only,mask_only_dro,v5_mask,9161,3.0,0.5489915013313293,0.512602498728524,0.5451304316520691,0.5528525710105896,0.1811867654323578
conditional_only,mask_only_dro,v5_mask,9161,4.0,0.48045483231544495,0.46702039528954126,0.47517871856689453,0.48573094606399536,0.1499674916267395
conditional_only,mask_only_dro,v5_mask,9161,5.0,0.4268341660499573,0.4339559473635301,0.42211997509002686,0.4315483272075653,0.12828189134597778
mnar_outcome_only,prior_separated,v2,9161,1.0,0.7237889170646667,0.6610026336182977,0.7237889170646667,0.727947473526001,0.2648295760154724
mnar_outcome_only,prior_separated,v2,9161,2.0,0.6358835101127625,0.6053449586151637,0.6358835101127625,0.6518052816390991,0.2216780185699463
mnar_outcome_only,prior_separated,v2,9161,3.0,0.5818610191345215,0.553798947292953,0.5818610191345215,0.6118671894073486,0.1961306929588318
mnar_outcome_only,prior_separated,v2,9161,4.0,0.5500273704528809,0.5072778546571408,0.5500273704528809,0.5614930391311646,0.18207603693008423
mnar_outcome_only,prior_separated,v2,9161,5.0,0.5124022960662842,0.4645115537264991,0.5124022960662842,0.5148470401763916,0.16450057923793793
mnar_outcome_only,structured_policy_bank,v4,9161,1.0,0.677429735660553,0.5602494795167086,0.677429735660553,0.7471336126327515,0.24131716787815094
mnar_outcome_only,structured_policy_bank,v4,9161,2.0,0.5703990459442139,0.4951310823038639,0.5703990459442139,0.637583315372467,0.19284802675247192
mnar_outcome_only,structured_policy_bank,v4,9161,3.0,0.5238847732543945,0.4421182223613922,0.5238847732543945,0.587875247001648,0.17143458127975464
mnar_outcome_only,structured_policy_bank,v4,9161,4.0,0.4525400400161743,0.40179228028119274,0.4525400400161743,0.5492641925811768,0.14112849533557892
mnar_outcome_only,structured_policy_bank,v4,9161,5.0,0.41252461075782776,0.3765683380659296,0.41252461075782776,0.5190200805664062,0.12486042082309723
mnar_outcome_only,mask_only_dro,v5_mask,9161,1.0,0.7514364719390869,0.6555923438378894,0.7505300641059875,0.7523428797721863,0.27459070086479187
mnar_outcome_only,mask_only_dro,v5_mask,9161,2.0,0.6410009860992432,0.5816701627359094,0.6396703124046326,0.6423317193984985,0.2242489457130432
mnar_outcome_only,mask_only_dro,v5_mask,9161,3.0,0.5739918947219849,0.524842547206444,0.571453332901001,0.5765304565429688,0.19274075329303741
mnar_outcome_only,mask_only_dro,v5_mask,9161,4.0,0.506106972694397,0.4755114680109417,0.5019747614860535,0.5102392435073853,0.1620440036058426
mnar_outcome_only,mask_only_dro,v5_mask,9161,5.0,0.465212881565094,0.4357112714695405,0.45978060364723206,0.47064515948295593,0.1445702761411667
