scenario,experiment,variant,seed,fit_seed,best_epoch,parameter_count,true_prevalence,estimated_prevalence,prevalence_absolute_error,soft_bbse_estimated_prevalence,soft_bbse_prevalence_absolute_error,diagnostic_accepted,accepted_prior_lower,accepted_prior_upper,equal_n,equal_prevalence,equal_roc_auc,equal_average_precision,equal_log_loss,equal_balanced_log_loss,equal_brier,equal_balanced_brier,equal_accuracy,equal_balanced_accuracy,equal_f1,equal_precision,equal_recall,equal_sensitivity_at_80_specificity,equal_calibration_intercept,equal_calibration_slope,equal_aurc,adapted_n,adapted_prevalence,adapted_roc_auc,adapted_average_precision,adapted_log_loss,adapted_balanced_log_loss,adapted_brier,adapted_balanced_brier,adapted_accuracy,adapted_balanced_accuracy,adapted_f1,adapted_precision,adapted_recall,adapted_sensitivity_at_80_specificity,adapted_calibration_intercept,adapted_calibration_slope,adapted_aurc,soft_bbse_n,soft_bbse_prevalence,soft_bbse_roc_auc,soft_bbse_average_precision,soft_bbse_log_loss,soft_bbse_balanced_log_loss,soft_bbse_brier,soft_bbse_balanced_brier,soft_bbse_accuracy,soft_bbse_balanced_accuracy,soft_bbse_f1,soft_bbse_precision,soft_bbse_recall,soft_bbse_sensitivity_at_80_specificity,soft_bbse_calibration_intercept,soft_bbse_calibration_slope,soft_bbse_aurc,oracle_n,oracle_prevalence,oracle_roc_auc,oracle_average_precision,oracle_log_loss,oracle_balanced_log_loss,oracle_brier,oracle_balanced_brier,oracle_accuracy,oracle_balanced_accuracy,oracle_f1,oracle_precision,oracle_recall,oracle_sensitivity_at_80_specificity,oracle_calibration_intercept,oracle_calibration_slope,oracle_aurc
label_mar,pooled_erm,v0,6101,2187166482,45,10913,0.784,0.7547535867709924,0.029246413229007673,0.7641163202196524,0.019883679780347663,True,0.75,0.8,500.0,0.784,0.9760723733938019,0.9894810251072268,0.24013679266374147,0.2134672792532304,0.05842674826155164,0.05512087694445229,0.942,0.9395313681027967,0.9622886866059818,0.9814323607427056,0.9438775510204082,0.9948979591836735,1.9940955600666908,1.3329139696983727,0.03856615611612388,500.0,0.784,0.9760723733938019,0.9894810251072268,0.1593868554321629,0.21493981288812458,0.03788137744208187,0.05083254485865653,0.95,0.9446334089191233,0.9676584734799483,0.9816272965879265,0.9540816326530612,0.9948979591836735,0.49572880640574074,1.3329139020851053,0.012675768820112359,500.0,0.784,0.9760723733938019,0.9894810251072268,0.15797515971631682,0.21732591291451958,0.037492543261271605,0.05119105870619564,0.95,0.9446334089191233,0.9676584734799483,0.9816272965879265,0.9540816326530612,0.9948979591836735,0.42741218098659445,1.332912626878027,0.012606089189507851,500.0,0.784,0.9760723733938019,0.9894810251072268,0.15545868460466203,0.2233745622490403,0.036779153686326754,0.052210267424834894,0.958,0.9497354497354498,0.972972972972973,0.9818181818181818,0.9642857142857143,0.9948979591836735,0.2757996082881838,1.3329069630025192,0.01245851904841117
label_mar,prior_separated,v2,6101,2763629664,20,10913,0.784,0.757308667935873,0.026691332064126994,0.7780778627374214,0.0059221372625786195,False,,,500.0,0.784,0.9761904761904762,0.9924702693086851,0.23892233290096862,0.22389141173584104,0.0660350783680702,0.0639567759214143,0.91,0.9124149659863945,0.940554821664465,0.9753424657534246,0.9081632653061225,0.9923469387755102,1.8454910601298828,1.1595305481636806,0.029796595507897383,500.0,0.784,0.9761904761904762,0.9924702693086851,0.16845993698019107,0.23383289162981846,0.04435414521091805,0.05893489678392465,0.946,0.935374149659864,0.9651612903225807,0.9765013054830287,0.9540816326530612,0.9923469387755102,0.5259723267795771,1.159536096694876,0.011229575816359444,500.0,0.784,0.9761904761904762,0.9924702693086851,0.16573372000259223,0.23959209157208233,0.043105696762137366,0.05939452473431178,0.948,0.9366496598639455,0.9664948453608248,0.9765625,0.9566326530612245,0.9923469387755102,0.39086272648172077,1.1595351983751172,0.011305890934336895,500.0,0.784,0.9761904761904762,0.9924702693086851,0.16507064940978308,0.24148605285358593,0.0427716843714486,0.059581905140739536,0.95,0.9379251700680271,0.9678249678249679,0.9766233766233766,0.9591836734693877,0.9923469387755102,0.350707161442078,1.15953476753635,0.011217684936288563
label_mar,structured_policy_bank,v4,6101,541613318,100,10913,0.784,0.7804731301962129,0.003526869803787136,0.8162178764389176,0.0322178764389176,False,,,500.0,0.784,0.9852843915343915,0.9946615719046172,0.14946144856501167,0.14970628616309328,0.043486299476249185,0.043279128418092234,0.938,0.9369803476946335,0.9595827900912647,0.9813333333333333,0.9387755102040817,1.0,1.571346844234755,1.2018257760007856,0.007369185521719225,500.0,0.784,0.9852843915343915,0.9946615719046172,0.11087455330217279,0.17716832879349614,0.029425839212551652,0.04667201346961871,0.958,0.9396730914588058,0.9731800766283525,0.9744245524296675,0.9719387755102041,1.0,0.047029954906227446,1.2018262436661955,0.0058741866678216886,500.0,0.784,0.9852843915343915,0.9946615719046172,0.11106744038109789,0.19022976788075985,0.028822363473793317,0.04936072871898438,0.962,0.938869992441421,0.9758576874205845,0.9721518987341772,0.9795918367346939,1.0,-0.2204933697714846,1.2018185097302663,0.0061747414870625406,500.0,0.784,0.9852843915343915,0.9946615719046172,0.11081003719332534,0.17827206096492182,0.02934544381355064,0.04689066421973542,0.956,0.9350434618291761,0.9719387755102041,0.9719387755102041,0.9719387755102041,1.0,0.02206289967741799,1.2018299619049677,0.005944200684526874
label_mar,site_only_dro,v5_site,6101,3154295968,100,10913,0.784,0.7880128719701585,0.004012871970158427,0.8335712849975357,0.049571284997535714,False,,,500.0,0.784,0.9880479969765683,0.9962463417607568,0.14434691249152568,0.1451892590076948,0.04028468164048745,0.04078376730741841,0.946,0.9454365079365079,0.9648894668400521,0.9840848806366048,0.9464285714285714,0.9974489795918368,1.5033277936501688,1.3453939386672495,0.005793850665672446,500.0,0.784,0.9880479969765683,0.9962463417607568,0.109017180507696,0.18255163692517973,0.027421662292435797,0.047365330899428064,0.974,0.9532312925170068,0.9835234474017744,0.9773299748110831,0.9897959183673469,0.9974489795918368,-0.26326649763697507,1.345353306602408,0.0046512476880546366,500.0,0.784,0.9880479969765683,0.9962463417607568,0.11215086658152104,0.20493810162146853,0.027921084652691056,0.05288931783077383,0.97,0.9439720332577475,0.9810366624525917,0.9724310776942355,0.9897959183673469,0.9974489795918368,-0.6643158317944633,1.3453945047402887,0.005436195788765442,500.0,0.784,0.9880479969765683,0.9962463417607568,0.10893393683551052,0.18100130012455923,0.027436257346744798,0.04699994426357744,0.974,0.9532312925170068,0.9835234474017744,0.9773299748110831,0.9897959183673469,0.9974489795918368,-0.23123449993856335,1.3453502071703858,0.00463012414665887
label_mar,mask_only_dro,v5_mask,6101,2154843068,90,10913,0.784,0.7908674234090164,0.00686742340901636,0.8332902502566358,0.049290250256635804,False,,,500.0,0.784,0.9860166288737717,0.9957811796636575,0.16254442587963736,0.16391189380901733,0.04402514883026253,0.04533996686682164,0.942,0.9395313681027967,0.9622886866059818,0.9814323607427056,0.9438775510204082,0.9974489795918368,1.467866029510777,1.336895547197787,0.007115939167512349,500.0,0.784,0.9860166288737717,0.9957811796636575,0.1246116935486854,0.2097646049736387,0.031221050747361305,0.05363110335872008,0.964,0.9434996220710506,0.9770992366412213,0.9746192893401016,0.9795918367346939,0.9974489795918368,-0.31043697823823163,1.3368778228551463,0.006302247160691798,500.0,0.784,0.9860166288737717,0.9957811796636575,0.12846200517489617,0.2344404806681189,0.03204734577384888,0.059955201130563913,0.966,0.9380668934240363,0.9785082174462706,0.9699248120300752,0.9872448979591837,0.9974489795918368,-0.6833639661242846,1.3368979989285685,0.0066116712078192405,500.0,0.784,0.9860166288737717,0.9957811796636575,0.12437195181953933,0.2066178801320869,0.031207319469310754,0.052870877599685506,0.962,0.942224111866969,0.975796178343949,0.9745547073791349,0.9770408163265306,0.9974489795918368,-0.2555931370659037,1.3368757493622494,0.006263825718919896
label_mar,site_mask_dro,v5,6101,3554506627,100,10913,0.784,0.7909261494875531,0.0069261494875531016,0.8313488758819692,0.04734887588196912,False,,,500.0,0.784,0.9869378306878307,0.9959088082834975,0.15323509959669263,0.15634226165092968,0.043649672535016976,0.044025677110275045,0.94,0.941609977324263,0.9608355091383812,0.983957219251337,0.9387755102040817,1.0,1.5033596459967,1.331517631884655,0.006464487623628147,500.0,0.784,0.9869378306878307,0.9959088082834975,0.11877785452337124,0.20127818493321467,0.029977624847757425,0.05119295794666383,0.966,0.9414210128495843,0.9784537389100126,0.9722921914357683,0.9846938775510204,1.0,-0.2682847458047732,1.3314438400587747,0.005778977123419647,500.0,0.784,0.9869378306878307,0.9959088082834975,0.12226950820901246,0.22362628696081563,0.030449783971686694,0.05675924585036278,0.962,0.9288076341647771,0.9760403530895334,0.9650872817955112,0.9872448979591837,1.0,-0.6207015756075341,1.3314630305863422,0.0063924120568241895,500.0,0.784,0.9869378306878307,0.9959088082834975,0.11853178278583201,0.19822959295037273,0.030007888762023788,0.0504784640245062,0.966,0.9414210128495843,0.9784537389100126,0.9722921914357683,0.9846938775510204,1.0,-0.21319502031076293,1.3314407662688412,0.005729283194524071
label_mar,site_mask_dro_ane,v7,6101,3644705834,95,10913,0.784,0.7929951576244415,0.008995157624441474,0.8400468229728842,0.056046822972884214,False,,,500.0,0.784,0.9822137188208617,0.9944352465538011,0.1595418863317765,0.1708130812093848,0.04418063539036255,0.04727228559045597,0.942,0.9395313681027967,0.9622886866059818,0.9814323607427056,0.9438775510204082,0.9948979591836735,1.281225850594647,1.1688845734382947,0.008610281588882884,500.0,0.784,0.9822137188208617,0.9944352465538011,0.13015600026057766,0.22260241352556526,0.03330242521005393,0.056383482188381795,0.954,0.9270597127739986,0.9707750952986023,0.9670886075949368,0.9744897959183674,0.9948979591836735,-0.2886854460280428,1.168874422971732,0.007571991650338045,500.0,0.784,0.9822137188208617,0.9944352465538011,0.1351898661892102,0.2506274348624513,0.03425806112646353,0.0632528878790782,0.958,0.9229024943310657,0.9735182849936949,0.9625935162094763,0.9846938775510204,0.9948979591836735,-0.6574604534291623,1.1688825778179648,0.007937769883179832,500.0,0.784,0.9822137188208617,0.9944352465538011,0.12973492229578923,0.2184801737250675,0.03327604845662449,0.055429983453387226,0.958,0.9363189720332578,0.9732484076433121,0.9720101781170484,0.9744897959183674,0.9948979591836735,-0.225645818028536,1.1688698960053576,0.007407677192429258
label_mar,pooled_erm,v0,6102,2491967215,65,10913,0.818,0.7367199233617007,0.08128007663829928,0.7485985625663977,0.06940143743360228,True,0.7,0.8,500.0,0.818,0.9704989387140976,0.9928191090124482,0.35337095926316603,0.2688026785949388,0.09078640528104599,0.0725116963173171,0.9,0.9132432359816223,0.9358974358974359,0.9838274932614556,0.8924205378973105,0.9779951100244498,2.5832492348339047,1.1034240048251744,0.09892834135797854,500.0,0.818,0.9704989387140976,0.9928191090124482,0.22477803102957336,0.23562368499759256,0.061451979746600924,0.06633652183850933,0.922,0.9138746339235337,0.9510664993726474,0.9768041237113402,0.9266503667481663,0.9779951100244498,1.4477763508289827,1.1033762703203203,0.03149150287087593,500.0,0.818,0.9704989387140976,0.9928191090124482,0.21986398005972893,0.23615639003307376,0.06038793356980752,0.06647634393221154,0.924,0.9150971278110642,0.9523809523809523,0.9768637532133676,0.9290953545232273,0.9779951100244498,1.3792021132541523,1.1033907542924983,0.0169346099172168,500.0,0.818,0.9704989387140976,0.9928191090124482,0.1939205398957197,0.24665888989554563,0.054493543954216773,0.06859085781109664,0.932,0.9199871033611865,0.9576059850374065,0.9770992366412213,0.9388753056234719,0.9779951100244498,0.9249324260943801,1.1034185956592477,0.010616767559586671
label_mar,prior_separated,v2,6102,3662685609,25,10913,0.818,0.8164253985156524,0.0015746014843475153,0.8456908086741342,0.027690808674134204,False,,,500.0,0.818,0.9676509309761143,0.9918027054855468,0.2610983814712728,0.24691715230943834,0.07302789654273187,0.06890902607554197,0.914,0.9175286815873613,0.9455006337135615,0.9815789473684211,0.9119804400977995,0.9682151589242054,1.6553614638271261,1.106421780640608,0.031233011039085386,500.0,0.818,0.9676509309761143,0.9918027054855468,0.18820132659650457,0.32852652745991157,0.05562742548761784,0.09195134809199045,0.924,0.8980090813831645,0.9528535980148883,0.9672544080604534,0.9388753056234719,0.9682151589242054,0.004225320214444806,1.1064297767287063,0.012081906437269033,500.0,0.818,0.9676509309761143,0.9918027054855468,0.18922171899487572,0.3564580249370926,0.05576029759580269,0.10076696366249373,0.924,0.8937370697761895,0.9529702970297029,0.9649122807017544,0.941320293398533,0.9682151589242054,-0.22687413552102387,1.1064137405726064,0.01245352716638188,500.0,0.818,0.9676509309761143,0.9918027054855468,0.18818815928494595,0.3298257929765926,0.05561258620784712,0.09234722918363975,0.924,0.8980090813831645,0.9528535980148883,0.9672544080604534,0.9388753056234719,0.9682151589242054,-0.007456494073594802,1.1064303237381372,0.01208230245029323
label_mar,structured_policy_bank,v4,6102,1490867528,75,10913,0.818,0.8034702979003421,0.01452970209965787,0.8406774473610065,0.02267744736100652,False,,,500.0,0.818,0.9767591821381553,0.994509333769123,0.227227954736991,0.20523603287140388,0.06603940997709315,0.059798779448758554,0.91,0.9150836938123001,0.9428208386277002,0.9814814814814815,0.9070904645476773,0.9731051344743277,1.8307695456267186,1.0790251198672458,0.021780195415299013,500.0,0.818,0.9767591821381553,0.994509333769123,0.15649788341891138,0.2476623219512507,0.0461853944737947,0.0694332443465254,0.94,0.9163330556973588,0.9629629629629629,0.972568578553616,0.9535452322738386,0.9731051344743277,0.31145684851836175,1.0790481161832233,0.008426075593910863,500.0,0.818,0.9767591821381553,0.994509333769123,0.15437766888136847,0.2697916739304307,0.04494135896807276,0.07488283835197546,0.94,0.907789032483409,0.9631449631449631,0.9679012345679012,0.9584352078239609,0.9731051344743277,0.03622416110670155,1.0790864134479161,0.008797770455260761,500.0,0.818,0.9767591821381553,0.994509333769123,0.1553401703547318,0.2552920780573868,0.04562078617006318,0.07126499300151587,0.942,0.9132835379779145,0.964329643296433,0.9702970297029703,0.9584352078239609,0.9731051344743277,0.2092804666194568,1.0790408062660521,0.008626264890539862
