seed,epoch,objective,validation_score,valid_discrepancy,prior_mse,invalid_hinge,invalid_discrepancy,whitening_loss,anchor_loss
5062,1.0,0.4054969251155853,0.11976286896970123,0.0001680615678196773,0.007217150181531906,0.047981176525354385,0.002018821192905307,0.05870657414197922,0.6885197758674622
5062,10.0,0.3788570165634155,0.11535894308472053,0.00021077784185763448,0.0033441076520830393,0.047354746609926224,0.0026452543679624796,0.05772975832223892,0.6443488001823425
5062,20.0,0.3508200943470001,0.10993644932750612,0.00023188466730061918,0.002480083843693137,0.04636417701840401,0.0036358230281621218,0.055703114718198776,0.592347264289856
5062,30.0,0.3221488296985626,0.10432050270610489,0.00029298491426743567,0.0022059364710003138,0.04469098523259163,0.005309014115482569,0.05485360324382782,0.5389471054077148
5062,40.0,0.29524514079093933,0.09910671915276908,0.00035782120539806783,0.0018593160202726722,0.042121440172195435,0.007878558710217476,0.06367142498493195,0.4890788197517395
5062,50.0,0.276356041431427,0.09520359370508232,0.0005178233259357512,0.0021146503277122974,0.03786034509539604,0.012146634049713612,0.09150829911231995,0.4534247815608978
5062,60.0,0.26681551337242126,0.09303526062285528,0.0005753873265348375,0.0020781855564564466,0.034575071185827255,0.017688674852252007,0.1226920634508133,0.43463534116744995
5062,70.0,0.2625700831413269,0.09216341340215878,0.0007169838063418865,0.001827786210924387,0.03357725962996483,0.02249094285070896,0.13428255915641785,0.42603957653045654
5062,80.0,0.2586592435836792,0.09186586117139087,0.0008389639551751316,0.001893319538794458,0.03219280391931534,0.026265636086463928,0.12166491150856018,0.42313531041145325
5062,90.0,0.255048006772995,0.09166818807134405,0.001018112525343895,0.0016811145469546318,0.031062280759215355,0.030272500589489937,0.11049064248800278,0.4204748570919037
5062,100.0,0.2536110281944275,0.09141687684459612,0.0010154169285669923,0.0019891175907105207,0.03022814728319645,0.032352667301893234,0.10400880128145218,0.41995495557785034
5062,110.0,0.25079038739204407,0.09115059059113265,0.0011416844790801406,0.001643119496293366,0.028748681768774986,0.034459251910448074,0.10256077349185944,0.41800162196159363
5062,120.0,0.24842488765716553,0.09092486605513841,0.0011332564754411578,0.001602775533683598,0.02825118415057659,0.036302510648965836,0.1004006564617157,0.4147952198982239
5062,130.0,0.24819974601268768,0.09080433126073331,0.0011189021170139313,0.0018880512798205018,0.0281370896846056,0.037009235471487045,0.0986611619591713,0.41437917947769165
5062,140.0,0.2452092319726944,0.09075890888925642,0.0010574652114883065,0.0019013375276699662,0.02811664529144764,0.03707996383309364,0.0956779420375824,0.4091319739818573
5062,150.0,0.24447011947631836,0.09077432837802918,0.0011072213528677821,0.0014696632279083133,0.027937347069382668,0.03668418154120445,0.09270703047513962,0.4093703627586365
5062,160.0,0.24385616183280945,0.09078323249705136,0.0010162057587876916,0.001611719373613596,0.027814926579594612,0.037168558686971664,0.09128344058990479,0.40856993198394775
5062,170.0,0.24256329238414764,0.09082110791932792,0.001004332210868597,0.0017823647940531373,0.02774401567876339,0.03816889971494675,0.08838367462158203,0.40638843178749084
5063,1.0,0.4089910089969635,0.12290206137986388,0.00025113922310993075,0.009120776318013668,0.0474756695330143,0.0025243323761969805,0.05847538262605667,0.6925917863845825
5063,10.0,0.38357818126678467,0.1167290458251955,0.00028206882416270673,0.0018803752027451992,0.04665077105164528,0.0033492257352918386,0.05781915783882141,0.6579660773277283
5063,20.0,0.35749322175979614,0.11170152056147345,0.00026616553077474236,0.0021646146196871996,0.04423460736870766,0.005765393376350403,0.05618542060256004,0.6104185581207275
5063,30.0,0.32676970958709717,0.10684709422639571,0.00035252340603619814,0.002728787250816822,0.039763301610946655,0.010236700996756554,0.05385396257042885,0.5570794343948364
5063,40.0,0.2970041334629059,0.10188933235476724,0.0003909500956069678,0.0028311824426054955,0.037526629865169525,0.015798969194293022,0.05339533090591431,0.5018316507339478
5063,50.0,0.27317848801612854,0.09775953011121602,0.00043252494651824236,0.002932337112724781,0.03621302545070648,0.02057073824107647,0.06293881684541702,0.45461344718933105
5063,60.0,0.2611266076564789,0.09537505484186112,0.00046374008525162935,0.0028516994789242744,0.03569737449288368,0.024009281769394875,0.0935329794883728,0.42552098631858826
5063,70.0,0.2557496428489685,0.09459001948707738,0.00048351066652685404,0.003010957734659314,0.03514031320810318,0.02609100751578808,0.12269730120897293,0.409690260887146
5063,80.0,0.25358206033706665,0.09460116575937719,0.0005735004087910056,0.002503897761926055,0.03434014692902565,0.02727908082306385,0.1285591721534729,0.4066171646118164
5063,90.0,0.24931365251541138,0.09487318842438981,0.0006115909782238305,0.0028712141793221235,0.032868217676877975,0.029841942712664604,0.11530598253011703,0.4028640687465668
5063,100.0,0.24770404398441315,0.09500372047768907,0.0006884912145324051,0.0025205803103744984,0.0322774313390255,0.031427521258592606,0.10474395006895065,0.4034862816333771
5063,110.0,0.2459155172109604,0.09495896998560056,0.0006846729665994644,0.002379185287281871,0.03207958862185478,0.033246446400880814,0.10147309303283691,0.4012495279312134
5064,1.0,0.40715479850769043,0.12309515760571231,0.00014585687313228846,0.0035733149852603674,0.04744723066687584,0.0025527768302708864,0.0587112158536911,0.7002345323562622
5064,10.0,0.3768726587295532,0.11687747269461397,0.00016054829757194966,0.0013986462727189064,0.046658407896757126,0.0033415888901799917,0.05805526301264763,0.6456990838050842
5064,20.0,0.3454289436340332,0.11096577757562046,0.000196411507204175,0.0013884874060750008,0.04498675465583801,0.005013247486203909,0.056190118193626404,0.5864765644073486
5064,30.0,0.31344181299209595,0.1048396655882243,0.0002567988994996995,0.0014864447293803096,0.04185348376631737,0.00814652070403099,0.05435219034552574,0.528819739818573
5064,40.0,0.2855309844017029,0.0993961275962647,0.0003481341991573572,0.0012956013670191169,0.03842456266283989,0.012864443473517895,0.05772775411605835,0.4793798327445984
5064,50.0,0.2669447660446167,0.09544377063284629,0.0004760420124512166,0.0013794837286695838,0.03648974373936653,0.01735108159482479,0.0729483887553215,0.4426093101501465
5064,60.0,0.258117139339447,0.09319463196443395,0.000561420398298651,0.001197233097627759,0.035917334258556366,0.020909391343593597,0.09476308524608612,0.42192965745925903
